CustomerID,OrderID,Channel,PaymentType,Brand,Shop,Promotion,Sale price ,SaleDate,Reference
CTM27977,OTS472,Online,Thẻ,Dell,Thế giới di động,Có,12240000,18/4/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM28109,OTS477,Online,Thẻ,HP,Điện máy xanh,Có,10180000,10/5/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM28454,OTS968,Offline,Tiền mặt,Asus,FPT Shop,Không,10890000,6/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM28454,OTS95917,Offline,Thẻ,Acer,Điện máy xanh,Có,23347000,9/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM28612,OTS41615,Online,Thẻ,MSI,Phong Vũ,Không,49687200,30/7/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM28612,OTS46130,Offline,Tiền mặt,Asus,Techcare,Có,14005000,27/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM28612,OTS480,Offline,Tiền mặt,Microsoft,Viettel Store,Có,16170000,23/12/2020,Nhân viên cửa hàng bán Laptop
CTM28612,OTS83807,Offline,Tiền mặt,HP,Phong Vũ,Có,12981000,2/30/2020,Nhờ người có chuyên môn tư vấn
CTM28763,OTS1011,Offline,Tiền mặt,Dell,Điện máy xanh,Có,14990000,8/2/2020,Nhân viên cửa hàng bán Laptop
CTM28796,OTS94,Offline,Thẻ,Asus,FPT Shop,Có,14980000,3/8/2020,Nhân viên cửa hàng bán Laptop
CTM28796,OTS26144,Online,Thẻ,HP,Viễn thông A,Có,11464000,12/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM28803,OTS775,Online,Thẻ,Lenovo,FPT Shop,Có,11090000,27/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM29062,OTS540,Offline,Tiền mặt,Apple,Điện máy xanh,Không,20230000,10/9/2020,Nhân viên cửa hàng bán Laptop
CTM29067,OTS930,Offline,Thẻ,Asus,Khác,Có,10940000,1/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM29357,OTS920,Offline,Thẻ,Dell,Thế giới di động,Không,12960000,18/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM29445,OTS977,Offline,Tiền mặt,Asus,FPT Shop,Có,11110000,5/8/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM29460,OTS27,Online,Thẻ,HP,Viettel Store,Có,14470000,9/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM29531,OTS475,Offline,Thẻ,Microsoft,Viettel Store,Có,24460000,4/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM29644,OTS108,Online,Thẻ,Asus,Thế giới di động,Không,10090000,15/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM29644,OTS3386,Online,Thẻ,Asus,Nguyễn Kim,Có,11293000,28/10/2020,"Thông qua người thân, bạn bè, Phương tiện truyền thông (báo, tivi,...)"
CTM2975,OTS655,Online,Thẻ,Asus,Điện máy xanh,Không,12010000,28/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM29937,OTS134,Offline,Thẻ,Dell,FPT Shop,Không,12000000,17/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM30017,OTS15843,Offline,Tiền mặt,MSI,Nguyễn Kim,Không,12873000,6/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM30017,OTS379,Offline,Tiền mặt,Dell,FPT Shop,Có,16860000,3/12/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM30021,OTS568,Offline,Thẻ,Dell,FPT Shop,Có,13760000,1/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM30035,OTS879,Online,Thẻ,Asus,FPT Shop,Có,7740000,4/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Khác"
CTM30151,OTS16377,Online,Thẻ,HP,Phong Vũ,Có,11636000,29/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM30151,OTS35,Online,Thẻ,Dell,Thế giới di động,Có,11240000,19/11/2020,Website
CTM30181,OTS1090,Offline,Tiền mặt,Acer,Phong Vũ,Không,11074000,23/4/2020,Nhờ người có chuyên môn tư vấn
CTM30181,OTS269,Offline,Tiền mặt,Apple,Thế giới di động,Có,24450000,11/10/2020,"Thông qua người thân, bạn bè"
CTM30326,OTS697,Offline,Tiền mặt,Dell,Thế giới di động,Có,10230000,29/9/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM30360,OTS266,Offline,Thẻ,Dell,Thế giới di động,Có,12180000,7/2/2020,"Thông qua người thân, bạn bè"
CTM304,OTS484,Offline,Thẻ,HP,Thế giới di động,Có,16240000,11/6/2020,"Thông qua người thân, bạn bè"
CTM30462,OTS67783,Online,Thẻ,MSI,Nguyễn Kim,Không,13699000,24/4/2020,Mạng xã hội
CTM30462,OTS237,Offline,Tiền mặt,Apple,Techcare,Có,20430000,29/8/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM30462,OTS15456,Offline,Thẻ,MSI,Viễn thông A,Không,10775000,1/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM30528,OTS460,Online,Thẻ,Dell,Điện máy xanh,Không,14180000,5/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM30599,OTS49,Online,Thẻ,Asus,FPT Shop,Có,11540000,30/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM3074,OTS595,Online,Thẻ,HP,FPT Shop,Có,14230000,25/1/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website, Khác"
CTM30946,OTS841,Offline,Thẻ,Dell,Thế giới di động,Không,16600000,29/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website, Khác"
CTM31009,OTS61294,Online,Thẻ,HP,Điện máy xanh,Không,15868000,15/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM31009,OTS915,Offline,Tiền mặt,Asus,Phi Long Technology,Có,14860000,29/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM31020,OTS387,Online,Thẻ,Asus,Thế giới di động,Có,10760000,19/1/2020,Nhân viên cửa hàng bán Laptop
CTM31048,OTS380,Online,Thẻ,Asus,Techcare,Có,11670000,10/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM31075,OTS156,Offline,Tiền mặt,Dell,Viettel Store,Có,14560000,24/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM31104,OTS695,Offline,Tiền mặt,Dell,FPT Shop,Không,11220000,9/9/2020,Nhân viên cửa hàng bán Laptop
CTM31104,OTS89991,Offline,Thẻ,MSI,Nguyễn Kim,Không,11369000,21/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM31120,OTS56,Online,Thẻ,Asus,Viettel Store,Không,11280000,22/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM31256,OTS231,Online,Thẻ,HP,FPT Shop,Không,19350000,21/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM31423,OTS138,Offline,Thẻ,Acer,Khác,Không,8950000,15/8/2020,Nhân viên cửa hàng bán Laptop
CTM3144,OTS176,Offline,Tiền mặt,Asus,Phong Vũ,Không,12800000,13/10/2020,"Mạng xã hội, Website"
CTM31441,OTS703,Offline,Tiền mặt,Dell,FPT Shop,Có,19810000,29/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM31441,OTS86361,Online,Thẻ,Asus,Viễn thông A,Không,10949000,18/10/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM31441,OTS12796,Offline,Tiền mặt,HP,Nguyễn Kim,Có,13814000,20/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM31682,OTS214,Offline,Thẻ,Dell,Viettel Store,Không,16280000,6/3/2020,"Thông qua người thân, bạn bè, Website"
CTM31720,OTS1068,Online,Thẻ,Dell,FPT Shop,Có,15590000,9/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM31837,OTS81689,Offline,Thẻ,HP,Viễn thông A,Có,12466000,11/3/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM31837,OTS64,Offline,Tiền mặt,Apple,Khác,Có,22350000,18/5/2020,"Thông qua người thân, bạn bè"
CTM31853,OTS786,Offline,Tiền mặt,Dell,Thế giới di động,Có,10070000,8/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32176,OTS74,Online,Thẻ,Dell,FPT Shop,Có,16930000,14/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32196,OTS106,Offline,Tiền mặt,HP,Điện máy xanh,Không,14830000,5/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM32312,OTS74316,Offline,Thẻ,MSI,Phong Vũ,Không,11490000,13/1/2020,Nhân viên cửa hàng bán Laptop
CTM32312,OTS564,Online,Thẻ,Asus,Techcare,Có,14950000,24/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM32429,OTS374,Online,Thẻ,Apple,Thế giới di động,Có,22990000,16/1/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM32570,OTS806,Offline,Thẻ,Dell,Thế giới di động,Không,12090000,19/9/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM32615,OTS990,Online,Thẻ,Lenovo,Viễn thông A,Có,8650000,30/8/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM32680,OTS336,Offline,Tiền mặt,HP,Điện máy xanh,Không,18940000,3/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32680,OTS36376,Offline,Thẻ,HP,Phong Vũ,Không,11106000,12/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM32684,OTS69,Offline,Thẻ,HP,Viettel Store,Không,14440000,4/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM3270,OTS48286,Offline,Tiền mặt,HP,Điện máy xanh,Có,47539833,1/3/2020,"Thông qua người thân, bạn bè"
CTM3270,OTS693,Offline,Tiền mặt,Dell,Phong Vũ,Có,14940000,12/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM32871,OTS82,Offline,Thẻ,Dell,Phong Vũ,Không,14240000,6/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM32871,OTS6899,Offline,Thẻ,Asus,Viễn thông A,Có,7260000,24/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM3302,OTS611,Offline,Tiền mặt,Acer,FPT Shop,Có,12430000,15/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...), Khác"
CTM33032,OTS255,Online,Thẻ,MSI,Viettel Store,Có,12570000,18/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM33032,OTS33370,Offline,Thẻ,Asus,Nguyễn Kim,Không,15088000,27/7/2020,Nhân viên cửa hàng bán Laptop
CTM33091,OTS322,Online,Thẻ,Apple,Khác,Có,20320000,20/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM33141,OTS43014,Offline,Thẻ,MSI,Techcare,Không,16703000,19/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33141,OTS869,Offline,Tiền mặt,HP,Điện máy xanh,Có,12640000,12/7/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM3320,OTS309,Offline,Tiền mặt,Dell,FPT Shop,Có,14430000,18/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33262,OTS161,Online,Thẻ,HP,Thế giới di động,Không,10790000,26/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33290,OTS6797,Offline,Thẻ,MSI,Techcare,Có,10946000,11/1/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM33290,OTS881,Online,Thẻ,Asus,Khác,Có,4450000,6/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM33400,OTS361,Online,Thẻ,Dell,Điện máy xanh,Có,9720000,14/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM33473,OTS58,Online,Thẻ,Dell,Thế giới di động,Có,19590000,6/10/2020,Nhân viên cửa hàng bán Laptop
CTM33481,OTS723,Online,Thẻ,Acer,Thế giới di động,Có,6530000,19/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM34007,OTS76753,Online,Thẻ,Asus,Viễn thông A,Có,10094000,10/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM34026,OTS377,Online,Thẻ,Dell,Phong Vũ,Không,13040000,21/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM34310,OTS666,Online,Thẻ,HP,Thế giới di động,Không,14720000,24/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM34828,OTS246,Offline,Tiền mặt,Apple,Phong Vũ,Có,23530000,6/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM34895,OTS544,Offline,Tiền mặt,Acer,Thế giới di động,Có,13080000,17/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM34916,OTS817,Online,Thẻ,HP,Techcare,Không,13940000,31/3/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35043,OTS97749,Online,Thẻ,MSI,Techcare,Không,10488000,18/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM35044,OTS916,Online,Thẻ,HP,FPT Shop,Có,19370000,20/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35144,OTS140,Online,Thẻ,Dell,Điện máy xanh,Có,14520000,19/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM35242,OTS613,Online,Thẻ,Acer,Điện máy xanh,Có,6520000,14/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35279,OTS282,Offline,Tiền mặt,Dell,Thế giới di động,Có,11350000,30/1/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35279,OTS34213,Online,Thẻ,MSI,Techcare,Không,11217000,15/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM3536,OTS929,Online,Thẻ,Dell,Phi Long Technology,Có,19420000,2/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35408,OTS716,Online,Thẻ,Asus,Thế giới di động,Có,12800000,16/12/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM35436,OTS760,Offline,Tiền mặt,Asus,FPT Shop,Có,13960000,22/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35452,OTS83027,Online,Thẻ,Acer,Điện máy xanh,Có,10648000,26/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM35452,OTS895,Online,Thẻ,HP,Phi Long Technology,Không,18250000,15/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35554,OTS870,Online,Thẻ,Dell,Phong Vũ,Có,13820000,17/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM35554,OTS56257,Online,Thẻ,HP,Techcare,Không,5786000,14/3/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Khác"
CTM35559,OTS230,Online,Thẻ,Asus,Nguyễn Kim,Có,9530000,7/2/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM35812,OTS82767,Offline,Tiền mặt,MSI,Phong Vũ,Không,14025000,27/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM35812,OTS31245,Online,Thẻ,HP,Nguyễn Kim,Có,14387000,19/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35812,OTS584,Online,Thẻ,Dell,Techcare,Có,4170000,14/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35887,OTS85720,Online,Thẻ,HP,Viễn thông A,Có,7698000,27/2/2020,"Thông qua người thân, bạn bè"
CTM35887,OTS70,Offline,Tiền mặt,Asus,FPT Shop,Có,11200000,23/6/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM35887,OTS69882,Online,Thẻ,HP,Techcare,Không,10062000,1/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35887,OTS8337,Offline,Tiền mặt,Asus,Techcare,Có,11342000,17/12/2020,"Thông qua người thân, bạn bè"
CTM35987,OTS555,Offline,Thẻ,HP,Techcare,Có,12360000,5/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM36054,OTS1087,Online,Thẻ,HP,Điện máy xanh,Không,15190000,28/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM36054,OTS51826,Online,Thẻ,MSI,Phong Vũ,Không,10510000,21/8/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM36060,OTS793,Online,Thẻ,Dell,Thế giới di động,Có,7790000,23/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM361,OTS585,Online,Thẻ,HP,Thế giới di động,Không,14280000,24/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM36125,OTS836,Online,Thẻ,Dell,FPT Shop,Không,12510000,31/9/2020,"Thông qua người thân, bạn bè"
CTM36221,OTS35195,Online,Thẻ,Acer,Nguyễn Kim,Không,45391989,7/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM36221,OTS989,Offline,Thẻ,Dell,FPT Shop,Có,14900000,18/8/2020,Nhân viên cửa hàng bán Laptop
CTM36411,OTS24145,Offline,Tiền mặt,MSI,Viễn thông A,Không,12697000,2/2/2020,"Thông qua người thân, bạn bè"
CTM36411,OTS766,Offline,Tiền mặt,Asus,Techcare,Có,12050000,7/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM36411,OTS20076,Offline,Thẻ,MSI,Điện máy xanh,Không,12601000,26/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM36411,OTS83226,Online,Thẻ,Acer,Nguyễn Kim,Không,14163000,20/9/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM36435,OTS275,Online,Thẻ,Asus,Thế giới di động,Có,10590000,31/1/2020,Nhân viên cửa hàng bán Laptop
CTM36477,OTS210,Online,Thẻ,Asus,Viettel Store,Không,12390000,31/12/2020,Nhờ người có chuyên môn tư vấn
CTM36487,OTS791,Offline,Tiền mặt,Dell,Techcare,Có,14450000,1/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM3658,OTS162,Online,Thẻ,Asus,Khác,Có,10710000,31/8/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM36788,OTS85944,Offline,Thẻ,HP,Phong Vũ,Không,16778000,2/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM36788,OTS261,Offline,Thẻ,HP,Viễn thông A,Có,19640000,28/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM36874,OTS838,Online,Thẻ,Dell,Phi Long Technology,Không,10900000,15/8/2020,Mạng xã hội
CTM36874,OTS38995,Online,Thẻ,HP,,Có,12742000,1/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM36954,OTS263,Online,Thẻ,Dell,Techcare,Có,13080000,21/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM36961,OTS41031,Online,Thẻ,Asus,Viễn thông A,Không,10099000,21/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM3705,OTS44416,Offline,Tiền mặt,Acer,Điện máy xanh,Không,14831000,14/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM3705,OTS105,Online,Thẻ,Asus,FPT Shop,Không,11330000,20/6/2020,Nhờ người có chuyên môn tư vấn
CTM37115,OTS501,Offline,Tiền mặt,Apple,FPT Shop,Không,23780000,3/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Khác"
CTM37115,OTS44170,Offline,Thẻ,Asus,Phong Vũ,Không,11398000,8/3/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37115,OTS42031,Offline,Thẻ,MSI,Phong Vũ,Không,12974000,11/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM37347,OTS250,Offline,Thẻ,HP,Viễn thông A,Không,18770000,5/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37374,OTS899,Online,Thẻ,Dell,FPT Shop,Có,12810000,9/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37405,OTS371,Offline,Thẻ,Dell,Techcare,Có,17420000,14/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM37424,OTS401,Online,Thẻ,Dell,Viettel Store,Có,3130000,17/6/2020,"Thông qua người thân, bạn bè"
CTM37457,OTS46539,Online,Thẻ,Asus,Viễn thông A,Có,12251000,15/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37457,OTS576,Online,Thẻ,Apple,Khác,Có,23400000,15/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Khác"
CTM37587,OTS667,Offline,Thẻ,Asus,Thế giới di động,Có,3790000,26/4/2020,Nhân viên cửa hàng bán Laptop
CTM37587,OTS66786,Online,Thẻ,HP,Điện máy xanh,Có,11302000,8/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37622,OTS54243,Online,Thẻ,Acer,Techcare,Không,8995000,1/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM37622,OTS971,Online,Thẻ,Dell,Phi Long Technology,Có,10850000,17/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37651,OTS311,Online,Thẻ,Dell,FPT Shop,Có,14300000,12/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37730,OTS56225,Online,Thẻ,HP,Viễn thông A,Có,12523000,28/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37730,OTS610,Offline,Thẻ,Lenovo,Điện máy xanh,Không,13440000,11/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM37794,OTS724,Online,Thẻ,Acer,FPT Shop,Có,9480000,3/9/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website, Khác"
CTM37982,OTS699,Online,Thẻ,Dell,FPT Shop,Không,13080000,26/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM38026,OTS65651,Online,Thẻ,MSI,Viễn thông A,Không,12328000,14/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM38026,OTS362,Online,Thẻ,HP,Khác,Có,3320000,21/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM38206,OTS1025,Offline,Thẻ,Acer,Thế giới di động,Có,4210000,22/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM38300,OTS436,Offline,Thẻ,Asus,Viễn thông A,Có,10700000,7/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
